Quantity,Price Per Unit,Total Spent,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_Takeaway,Cluster
1.0,4.0,4.0,False,False,False,False,False,True,False,False,False,False,1
4.0,3.0,12.0,False,False,True,False,False,False,False,False,False,False,1
2.0,4.0,8.0,False,False,False,False,False,True,False,False,False,False,1
3.0,1.0,3.0,False,True,False,False,False,False,False,False,False,True,0
4.0,1.0,4.0,False,True,False,False,False,False,False,False,False,False,0
5.0,3.0,15.0,False,False,False,False,False,False,True,True,False,False,1
3.0,3.0,9.0,False,False,True,False,False,False,False,True,False,False,1
2.0,2.0,4.0,True,False,False,False,False,False,False,True,False,True,1
2.0,3.0,6.0,False,False,False,False,False,False,False,True,False,True,1
1.0,4.0,4.0,False,False,False,False,False,True,False,True,False,False,1
3.0,3.0,9.0,False,False,False,False,False,True,False,True,False,True,1
3.0,2.0,6.0,True,False,False,False,False,False,False,False,False,True,1
1.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,0
3.0,4.0,12.0,False,False,False,False,False,True,False,True,False,False,1
2.0,4.0,8.0,False,False,False,False,True,False,False,True,False,False,1
5.0,4.0,20.0,False,False,False,False,False,True,False,True,False,False,1
4.0,5.0,20.0,False,False,False,True,False,False,False,False,False,False,2
1.0,5.0,5.0,False,False,False,True,False,False,False,False,False,False,2
1.0,3.0,3.0,False,False,True,False,False,False,False,False,False,True,1
4.0,2.0,8.0,True,False,False,False,False,False,False,False,True,False,1
3.0,3.0,9.0,False,False,False,False,False,False,False,True,False,False,1
2.0,1.0,2.0,False,True,False,False,False,False,False,False,True,False,0
2.0,5.0,10.0,False,False,False,True,False,False,False,True,False,False,2
1.0,1.0,1.0,False,True,False,False,False,False,False,False,False,False,0
1.0,5.0,5.0,False,False,False,True,False,False,False,False,True,True,2
5.0,1.0,5.0,False,True,False,False,False,False,False,False,True,True,0
5.0,3.0,15.0,False,False,False,False,False,False,False,False,False,False,1
4.0,3.0,12.0,False,False,False,False,False,False,False,False,True,True,1
4.0,2.0,8.0,True,False,False,False,False,False,False,False,True,False,1
5.0,4.0,8.0,False,False,False,False,True,False,False,False,True,False,1
3.0,4.0,15.0,False,False,False,True,False,False,False,False,True,False,2
4.0,3.0,12.0,False,False,True,False,False,False,False,False,True,False,1
3.0,1.5,4.5,False,False,False,False,False,False,True,True,False,False,1
4.0,2.0,8.0,True,False,False,False,False,False,False,True,False,False,1
3.0,4.0,12.0,False,False,False,False,True,False,False,True,False,False,1
2.0,3.0,6.0,False,False,True,False,False,False,False,False,False,False,1
5.0,1.5,7.5,False,False,False,False,False,False,True,False,True,False,1
2.0,3.0,6.0,False,False,False,False,False,False,False,False,True,False,1
2.0,3.0,6.0,False,False,True,False,False,False,False,False,True,True,1
3.0,5.0,15.0,False,False,False,True,False,False,False,False,False,False,2
5.0,1.0,5.0,False,True,False,False,False,False,False,False,False,True,0
1.0,5.0,5.0,False,False,False,True,False,False,False,False,False,False,2
2.0,1.0,2.0,False,True,False,False,False,False,False,False,True,True,0
5.0,4.0,20.0,False,False,False,False,False,True,False,True,False,True,1
2.0,4.0,8.0,False,False,False,False,True,False,False,False,False,True,1
5.0,4.0,20.0,False,False,False,False,True,False,False,False,True,True,1
2.0,5.0,10.0,False,False,False,True,False,False,False,False,False,True,2
1.0,1.5,1.5,False,False,False,False,False,False,True,False,True,False,1
5.0,4.0,20.0,False,False,False,False,False,True,False,False,False,False,1
4.0,4.0,16.0,False,False,False,False,True,False,False,False,True,False,1
4.0,4.0,16.0,False,False,False,False,True,False,False,False,True,False,1
4.0,3.0,12.0,False,False,False,False,False,False,False,False,True,True,1
5.0,3.0,15.0,False,False,False,False,False,False,False,False,True,True,1
4.0,3.0,12.0,False,False,False,False,False,False,False,False,False,True,1
5.0,4.0,20.0,False,False,False,False,False,True,False,True,False,True,1
3.0,4.0,12.0,False,False,False,False,True,False,False,False,False,True,1
1.0,5.0,5.0,False,False,False,True,False,False,False,False,False,True,2
1.0,1.0,1.0,False,True,False,False,False,False,False,False,False,False,0
1.0,4.0,4.0,False,False,False,False,False,True,False,False,False,False,1
2.0,1.0,2.0,False,True,False,False,False,False,False,False,False,True,0
5.0,4.0,20.0,False,False,False,False,False,True,False,True,False,True,1
1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,True,1
1.0,1.0,1.0,False,True,False,False,False,False,False,True,False,True,0
5.0,4.0,20.0,False,False,False,False,True,False,False,True,False,False,1
5.0,3.0,15.0,False,False,True,False,False,False,False,True,False,False,1
5.0,1.5,7.5,False,False,False,False,False,False,True,True,False,False,1
1.0,4.0,4.0,False,False,False,False,False,True,False,False,True,False,1
3.0,1.5,4.5,False,False,False,False,False,False,True,False,True,False,1
5.0,2.0,10.0,True,False,False,False,False,False,False,False,True,True,1
3.0,2.0,6.0,True,False,False,False,False,False,False,True,False,True,1
3.0,3.0,9.0,False,False,False,False,False,False,False,False,False,True,1
1.0,4.0,4.0,False,False,False,False,False,True,False,False,True,True,1
2.0,4.0,2.0,False,True,False,False,False,False,False,False,False,False,0
2.0,1.5,3.0,False,False,False,False,False,False,True,False,False,True,1
3.0,4.0,12.0,False,False,False,False,False,True,False,True,False,False,1
2.0,2.0,4.0,True,False,False,False,False,False,False,True,False,True,1
3.0,1.5,4.5,False,False,False,False,False,False,True,False,True,False,1
3.0,4.0,12.0,False,False,False,False,True,False,False,False,True,False,1
3.0,5.0,15.0,False,False,False,True,False,False,False,False,False,False,2
1.0,1.0,1.0,False,True,False,False,False,False,False,False,False,False,0
3.0,4.0,12.0,False,False,False,False,False,True,False,True,False,False,1
4.0,1.0,4.0,False,True,False,False,False,False,False,False,True,False,0
2.0,4.0,8.0,False,False,False,False,False,True,False,False,True,False,1
2.0,4.0,8.0,False,False,False,False,False,True,False,False,True,False,1
1.0,1.0,1.0,False,False,False,False,False,True,False,False,False,False,1
3.0,1.5,4.5,False,False,False,False,False,False,True,False,False,False,1
1.0,1.0,1.0,False,True,False,False,False,False,False,False,False,False,0
2.0,1.0,4.0,True,False,False,False,False,False,False,True,False,True,1
3.0,4.0,12.0,False,False,False,False,False,True,False,False,False,False,1
4.0,5.0,20.0,False,False,False,True,False,False,False,False,True,True,2
3.0,1.0,3.0,False,True,False,False,False,False,False,False,False,False,0
3.0,1.0,3.0,False,True,False,False,False,False,False,False,False,False,0
4.0,1.0,4.0,False,True,False,False,False,False,False,False,True,True,0
5.0,2.0,10.0,True,False,False,False,False,False,False,False,False,True,1
5.0,2.0,10.0,True,False,False,False,False,False,False,False,False,True,1
5.0,2.0,10.0,True,False,False,False,False,False,False,False,False,False,1
1.0,3.0,3.0,False,False,True,False,False,False,False,False,True,False,1
4.0,4.0,16.0,False,False,False,False,True,False,False,True,False,False,1
5.0,5.0,25.0,False,False,False,True,False,False,False,True,False,True,2
3.0,4.0,12.0,False,False,False,False,True,False,False,True,False,False,1
2.0,4.0,8.0,False,False,False,False,False,True,False,False,True,False,1
4.0,3.0,12.0,False,False,True,False,False,False,False,True,False,False,1
3.0,5.0,15.0,False,False,False,True,False,False,False,False,False,True,2
3.0,3.0,9.0,False,False,True,False,False,False,False,False,False,False,1
1.0,3.0,3.0,False,False,False,False,False,False,False,True,False,False,1
1.0,4.0,4.0,False,False,False,False,False,True,False,True,False,False,1
5.0,4.0,20.0,False,False,False,False,True,False,False,False,True,True,1
2.0,1.5,3.0,False,False,False,False,False,False,True,False,False,True,1
2.0,4.0,8.0,False,False,False,False,False,True,False,False,False,False,1
5.0,4.0,20.0,False,False,False,False,True,False,False,False,True,False,1
3.0,2.0,6.0,True,False,False,False,False,False,False,False,False,True,1
3.0,4.0,12.0,False,False,True,False,False,False,False,False,False,True,1
3.0,2.0,6.0,True,False,False,False,False,False,False,False,True,True,1
3.0,3.0,9.0,False,False,False,False,False,False,False,True,False,False,1
3.0,4.0,12.0,False,False,False,False,True,False,False,False,True,False,1
4.0,1.0,4.0,False,True,False,False,False,False,False,False,False,False,0
4.0,4.0,16.0,False,True,False,False,False,False,False,False,True,True,0
4.0,1.5,6.0,False,False,False,False,False,False,True,False,True,False,1
1.0,3.0,3.0,False,False,True,False,False,False,False,False,True,False,1
2.0,1.5,3.0,False,False,False,False,False,False,True,False,True,True,1
5.0,3.0,15.0,False,False,False,False,False,False,False,False,False,False,1
3.0,4.0,12.0,False,False,False,False,False,True,False,True,False,False,1
2.0,4.0,8.0,False,False,False,False,False,True,False,False,False,False,1
2.0,5.0,2.0,False,True,False,False,False,False,False,False,False,True,0
2.0,5.0,10.0,False,False,False,True,False,False,False,False,True,True,2
3.0,3.0,9.0,False,False,False,False,False,False,False,False,True,False,1
1.0,2.0,2.0,True,False,False,False,False,False,False,False,False,False,1
1.0,2.0,4.0,True,False,False,False,False,False,False,True,False,False,1
2.0,1.0,2.0,False,True,False,False,False,False,False,True,False,True,0
5.0,3.0,15.0,False,False,False,False,False,False,False,False,True,True,1
5.0,3.0,15.0,False,False,False,False,False,False,False,False,True,True,1
3.0,1.5,4.5,False,False,False,False,False,False,True,False,False,True,1
5.0,1.5,7.5,False,False,False,False,False,False,True,False,False,True,1
1.0,1.0,1.0,False,True,False,False,False,False,False,True,False,False,0
4.0,5.0,20.0,False,False,False,True,False,False,False,True,False,False,2
1.0,5.0,5.0,False,False,False,True,False,False,False,False,False,True,2
1.0,1.0,1.0,False,False,True,False,False,False,False,True,False,False,1
5.0,2.0,10.0,True,False,False,False,False,False,False,False,False,True,1
5.0,1.5,7.5,False,False,False,False,False,False,True,False,False,True,1
3.0,3.0,9.0,False,False,True,False,False,False,False,False,False,False,1
2.0,3.0,6.0,False,False,False,False,False,False,False,True,False,False,1
2.0,1.5,3.0,False,False,False,False,False,False,True,True,False,True,1
5.0,1.0,5.0,False,True,False,False,False,False,False,False,False,False,0
1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,1
5.0,4.0,20.0,False,False,False,False,True,False,False,False,True,False,1
4.0,1.5,6.0,False,False,False,False,False,False,True,False,True,True,1
1.0,1.0,1.0,False,True,False,False,False,False,False,True,False,True,0
4.0,5.0,20.0,False,False,False,True,False,False,False,True,False,True,2
4.0,2.0,8.0,True,False,False,False,False,False,False,True,False,True,1
4.0,3.0,4.0,False,True,False,False,False,False,False,False,False,True,0
5.0,1.5,7.5,False,False,False,False,False,False,True,True,False,False,1
4.0,1.5,6.0,False,False,False,False,False,False,True,False,False,False,1
4.0,3.0,12.0,False,False,False,False,False,False,False,True,False,False,1
2.0,1.0,2.0,False,True,False,False,False,False,False,False,True,True,0
2.0,3.0,3.0,False,False,True,False,False,False,False,True,False,True,1
3.0,5.0,15.0,False,False,False,True,False,False,False,False,True,False,2
1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,1
4.0,2.0,8.0,True,False,False,False,False,False,False,False,False,True,1
2.0,4.0,8.0,False,False,False,False,True,False,False,False,False,True,1
5.0,1.0,5.0,False,True,False,False,False,False,False,False,True,True,0
5.0,4.0,20.0,False,False,False,False,False,True,False,False,True,False,1
1.0,4.0,4.0,False,False,False,False,True,False,False,False,True,False,1
2.0,3.0,6.0,False,False,False,False,False,False,False,False,False,True,1
5.0,2.0,10.0,True,False,False,False,False,False,False,False,True,True,1
5.0,2.0,10.0,True,False,False,False,False,False,False,True,False,True,1
2.0,4.0,8.0,False,False,False,False,True,False,False,False,True,True,1
3.0,4.0,12.0,False,False,False,False,True,False,False,True,False,False,1
4.0,4.0,16.0,False,False,False,False,True,False,False,False,False,False,1
1.0,1.5,1.5,False,False,False,False,False,False,True,False,False,False,1
1.0,4.0,4.0,False,False,False,False,True,False,False,False,False,False,1
2.0,1.5,3.0,False,False,False,False,False,False,True,False,False,True,1
5.0,3.0,15.0,False,False,True,False,False,False,False,False,True,False,1
2.0,4.0,8.0,False,False,False,False,True,False,False,False,True,True,1
1.0,3.0,3.0,False,False,False,False,False,False,False,False,True,False,1
4.0,3.0,12.0,False,False,False,False,False,False,True,True,False,False,1
3.0,1.0,3.0,False,True,False,False,False,False,False,True,False,True,0
2.0,5.0,10.0,False,False,False,True,False,False,False,False,False,True,2
4.0,3.0,12.0,False,False,False,False,False,False,False,True,False,True,1
4.0,1.5,6.0,False,False,False,False,False,False,True,False,False,False,1
1.0,4.0,4.0,False,False,False,False,False,True,False,False,False,True,1
1.0,2.0,2.0,True,False,False,False,False,False,False,False,True,False,1
2.0,3.0,6.0,False,False,True,False,False,False,False,False,True,True,1
2.0,3.0,6.0,False,False,True,False,False,False,False,True,False,True,1
4.0,1.5,6.0,False,False,False,False,False,False,True,False,False,True,1
5.0,4.0,20.0,False,False,False,False,True,False,False,False,True,True,1
5.0,2.0,20.0,True,False,False,False,False,False,False,False,False,True,1
3.0,3.0,9.0,False,False,False,False,False,False,False,False,True,True,1
4.0,1.0,4.0,False,True,False,False,False,False,False,False,True,True,0
1.0,4.0,4.0,False,False,False,False,False,True,False,False,False,True,1
4.0,2.0,8.0,True,False,False,False,False,False,False,False,False,True,1
4.0,3.0,12.0,False,False,False,False,False,False,False,True,False,True,1
4.0,4.0,16.0,False,False,False,False,True,False,False,True,False,True,1
1.0,5.0,5.0,False,False,False,True,False,False,False,True,False,True,2
1.0,1.0,1.0,False,True,False,False,False,False,False,False,True,True,0
2.0,4.0,8.0,False,False,False,False,True,False,False,False,True,True,1
4.0,4.0,16.0,False,False,False,False,True,False,False,True,False,True,1
4.0,2.0,8.0,True,False,False,False,False,False,False,True,False,False,1
4.0,5.0,20.0,False,False,False,True,False,False,False,False,True,False,2
5.0,3.0,15.0,False,False,True,False,False,False,False,True,False,False,1
5.0,4.0,20.0,False,False,False,False,True,False,False,False,True,True,1
5.0,1.0,5.0,False,True,False,False,False,False,False,False,True,False,0
1.0,1.0,1.0,False,True,False,False,False,False,False,False,False,True,0
4.0,1.5,6.0,False,False,False,False,False,False,True,True,False,False,1
1.0,3.0,3.0,False,False,False,False,False,False,False,True,False,False,1
5.0,4.0,20.0,False,False,False,False,False,True,False,True,False,False,1
2.0,3.0,6.0,False,False,False,False,False,True,False,False,False,False,1
4.0,1.5,6.0,False,False,False,False,False,False,True,True,False,False,1
4.0,1.5,12.0,False,False,True,False,False,False,False,False,True,False,1
2.0,3.0,6.0,False,False,True,False,False,False,False,False,False,False,1
1.0,1.0,1.0,False,True,False,False,False,False,False,False,False,False,0
5.0,1.5,7.5,False,False,False,False,False,False,True,False,True,False,1
1.0,4.0,4.0,False,False,False,False,True,False,False,False,True,True,1
5.0,3.0,15.0,False,False,False,False,False,False,False,False,False,True,1
4.0,4.0,16.0,False,False,False,False,True,False,False,False,False,True,1
2.0,3.0,6.0,False,False,False,False,False,False,False,True,False,True,1
3.0,4.0,12.0,False,False,False,False,True,False,False,False,True,False,1
3.0,5.0,15.0,False,False,False,True,False,False,False,False,True,True,2
2.0,5.0,10.0,False,False,False,True,False,False,False,False,True,True,2
2.0,4.0,8.0,False,False,False,False,True,False,False,False,True,False,1
2.0,3.0,6.0,False,False,True,False,False,False,False,False,True,True,1
1.0,1.5,1.5,False,False,False,False,False,False,True,False,True,False,1
3.0,3.0,9.0,False,False,False,False,False,False,False,False,True,False,1
3.0,4.0,12.0,False,False,False,False,True,False,False,False,False,False,1
5.0,3.0,15.0,False,False,False,False,False,False,False,False,False,True,1
5.0,1.0,5.0,False,True,False,False,False,False,False,False,False,True,0
2.0,3.0,6.0,False,False,True,False,False,False,False,False,False,True,1
3.0,5.0,15.0,False,False,False,True,False,False,False,False,False,False,2
2.0,4.0,8.0,False,False,False,False,False,True,False,False,False,False,1
3.0,1.0,3.0,False,True,False,False,False,False,False,False,False,False,0
3.0,1.5,4.5,False,False,False,False,False,False,True,False,False,True,1
2.0,3.0,6.0,False,False,False,False,False,False,False,False,False,False,1
5.0,4.0,20.0,False,False,False,False,False,True,False,False,False,True,1
1.0,1.0,1.0,False,True,False,False,False,False,False,False,False,False,0
5.0,4.0,20.0,False,False,False,False,False,True,False,False,False,False,1
2.0,3.0,6.0,False,False,True,False,False,False,False,False,False,True,1
3.0,2.0,6.0,True,False,False,False,False,False,False,False,False,True,1
4.0,3.0,12.0,False,False,False,False,False,False,False,False,True,False,1
4.0,5.0,20.0,False,False,False,True,False,False,False,False,True,True,2
1.0,4.0,4.0,False,False,False,False,False,True,False,False,True,True,1
1.0,4.0,4.0,False,False,False,False,True,False,False,False,False,True,1
3.0,3.0,9.0,False,False,True,False,False,False,False,False,False,True,1
2.0,3.0,6.0,False,False,False,False,False,False,False,False,True,True,1
2.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,0
5.0,1.5,7.5,False,False,False,False,False,False,True,False,False,False,1
1.0,2.0,2.0,True,False,False,False,False,False,False,False,False,True,1
4.0,3.0,12.0,True,False,False,False,False,False,False,False,True,True,1
5.0,5.0,25.0,False,False,False,True,False,False,False,False,True,True,2
4.0,1.0,4.0,False,True,False,False,False,False,False,False,False,False,0
2.0,1.5,3.0,False,False,False,False,False,False,True,False,False,True,1
5.0,3.0,15.0,False,False,True,False,False,False,False,True,False,True,1
4.0,4.0,16.0,False,False,False,False,True,False,False,True,False,True,1
4.0,4.0,16.0,False,False,False,False,True,False,False,False,True,True,1
3.0,1.5,4.5,False,False,False,False,False,False,True,True,False,True,1
5.0,1.5,20.0,False,False,False,False,False,True,False,True,False,True,1
5.0,5.0,25.0,False,False,False,True,False,False,False,True,False,True,2
5.0,4.0,20.0,False,False,False,False,True,False,False,True,False,True,1
5.0,3.0,15.0,False,False,True,False,False,False,False,True,False,True,1
5.0,3.0,15.0,False,False,False,False,False,False,False,False,False,True,1
4.0,3.0,12.0,False,False,False,False,False,False,False,False,False,False,1
5.0,5.0,25.0,False,False,False,True,False,False,False,False,True,True,2
4.0,4.0,16.0,False,False,False,False,False,True,False,False,True,False,1
5.0,4.0,20.0,False,False,False,False,True,False,False,False,True,True,1
2.0,2.0,4.0,True,False,False,False,False,False,False,False,False,True,1
1.0,3.0,3.0,False,False,True,False,False,False,False,True,False,True,1
4.0,1.0,4.0,False,True,False,False,False,False,False,True,False,True,0
5.0,4.0,20.0,False,False,False,False,True,False,False,False,True,True,1
2.0,2.0,20.0,True,False,False,False,False,False,False,False,False,True,1
4.0,5.0,20.0,False,False,False,True,False,False,False,False,False,False,2
5.0,5.0,25.0,False,False,False,True,False,False,False,False,False,True,2
1.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,0
3.0,3.0,9.0,False,False,False,False,False,False,False,False,True,True,1
2.0,1.5,3.0,False,False,False,False,False,False,True,False,True,True,1
1.0,2.0,2.0,True,False,False,False,False,False,False,False,False,False,1
1.0,5.0,5.0,False,False,False,True,False,False,False,False,False,True,2
3.0,1.5,4.5,False,False,False,False,False,False,True,True,False,True,1
4.0,4.0,16.0,False,False,False,False,True,False,False,False,True,True,1
